Player,Nation,Pos,Squad,Age,Born,90s,Tackles,Tkls Won,Tkls vs Dribbles,Dribbled Past,  Successful Pressures,Def 3rd Press,Mid 3rd Press,Att 3rd Press,Blocks,Intreceptions,Tkl+Int,Clearances,Errors
Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21,2000,23.6,0.81,0.64,0.3,0.13,5.72,1.86,5.59,9.92,0.51,0.72,1.53,0.04,0
Wesley Fofana\132a82f1,fr FRA,DF,Leicester City,20,2000,7,1.43,0.71,1,0.29,3.14,5.43,2.57,0,0.86,2.29,3.71,4,0.14
Pablo Fornals\82927de4,es ESP,FWMF,West Ham,25,1996,31.1,1.64,1.09,0.84,1.96,5.76,6.11,9.61,5.63,1.67,1.51,3.15,0.51,0
Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,29,1991,17,3,1.65,1.24,1.59,7.29,7.47,12.6,3.88,1.12,1.76,4.76,1.12,0.06
Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22,1999,2.3,1.74,0.87,0.87,0.87,9.13,4.78,12.6,13,1.3,0.87,2.61,0,0
Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33,1988,19,0.05,0,0,0.05,0.05,0.16,0,0,0,0,0.05,0.21,0.05
Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38,1983,26,0,0,0,0.12,0.04,0.27,0,0,0,0,0,0.23,0.08
Tariqe Fosu\3dcef539,gh GHA,DF,Brentford,25,1995,0.2,0,0,0,0,0,0,10,15,5,0,0,0,0
Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,0.8,0.25,0.25,0.74,2.58,2.02,4.36,3.8,0.86,0.98,1.78,0.55,0
Fred\b853e0ad,br BRA,MF,Manchester Utd,28,1993,22.5,2.93,1.69,0.84,2.31,6.27,8.58,13.2,2.8,2.09,2.18,5.11,1.33,0
Ryan Fredericks\c067631c,eng ENG,DF,West Ham,28,1992,3.4,1.18,0.59,0.59,0.59,1.47,3.82,2.06,1.18,1.18,1.76,2.94,2.65,0.29
Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,17,2003,1.7,2.35,1.18,1.76,0,6.47,7.65,7.06,2.94,1.76,2.35,4.71,4.71,0
Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,21,2000,31.6,2.18,1.39,0.44,1.49,6.99,6.58,11.4,6.71,1.77,1.36,3.54,0.85,0
Alejandro Garnacho\7aa8adfe,es ESP,FW,Manchester Utd,17,2004,0.1,0,0,0,10,0,40,40,10,0,0,0,0,0
Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,30,1990,0.4,2.5,0,0,0,12.5,2.5,30,12.5,0,2.5,5,0,0
Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,25,1995,0.7,2.86,1.43,0,1.43,10,11.4,4.29,4.29,0,0,2.86,1.43,0
David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,30,1990,38,0,0,0,0,0,0.03,0,0,0,0,0,0,0
Joe Gelhardt\01962d0d,eng ENG,FWMF,Leeds United,19,2002,8.3,1.45,0.72,0.36,0.84,8.19,2.29,11.2,11.1,0.96,0.48,1.93,0.36,0
Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26,1995,4.3,0.7,0.7,0.47,0.93,4.19,1.63,5.58,3.95,1.16,0.47,1.16,0.47,0
Anwar El Ghazi\ffa90327,nl NED,FW,Everton,26,1995,0.1,10,10,10,0,30,20,30,50,20,10,20,0,0
Saman Ghoddos\f7b1d4e0,ir IRN,DFMF,Brentford,27,1993,6,2.83,1.33,1.33,0.67,4.33,6.17,8,5.33,2.17,1.17,4,2.17,0
Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,25,1995,13,3.08,1.77,1.69,1,4.15,8.08,5.31,2.31,2.92,2.77,5.85,2.38,0
Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,21,2000,0.1,0,0,0,0,0,10,10,10,10,0,0,0,0
Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,28,1993,27.7,0.76,0.61,0.18,0.22,1.84,3.5,1.77,0.22,2.06,1.73,2.49,5.74,0.04
Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20,2001,20.6,2.33,1.07,0.73,1.26,4.9,9.85,11.4,2.77,1.12,1.6,3.93,1.55,0
Ben Godfrey\9f7c837d,eng ENG,DF,Everton,23,1998,22.5,2.36,1.16,0.71,0.62,3.96,5.96,4.84,1.02,2.13,2.13,4.49,4.36,0.13
André Gomes\1961b2aa,pt POR,MF,Everton,28,1993,6.9,2.17,1.3,1.01,2.17,7.39,10.1,13.3,5.22,1.88,1.59,3.77,0.43,0.14
Toti Gomes\f0caab96,pt POR,DF,Wolves,22,1999,4,1.75,0.75,0.75,1.25,3.75,4.75,2.5,1.25,2.5,2.5,4.25,5,0
Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24,1997,3.7,1.89,1.08,0.54,1.08,4.32,4.86,4.32,2.16,0.81,3.24,5.14,2.16,0
Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,25,1995,5,1.6,1,0.8,0,3,4,2.6,0.6,1,1,2.6,2.4,0
Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20,2001,25.4,2.44,1.42,0.87,1.61,6.06,6.02,10.8,6.61,2.28,1.42,3.86,0.31,0
Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,16,2004,0.1,10,0,10,0,30,0,10,50,0,0,10,0,0
Dan Gosling\7fec31a0,eng ENG,MF,Watford,31,1990,1.8,1.11,0.56,0.56,2.78,3.89,5,7.22,3.33,0.56,0.56,1.67,1.67,0
Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25,1996,26,1.27,0.73,0.58,0.65,4.19,3.19,5.12,4.73,1.46,0.62,1.88,0.58,0.04
Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,25,1995,21.3,0.94,0.7,0.14,0.42,4.93,1.83,4.23,6.57,0.94,0.75,1.69,0.33,0
Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,19,2001,14.1,1.13,0.57,0.35,0.5,2.84,2.48,4.18,4.26,0.35,0.28,1.42,0.35,0
Sam Greenwood\f3354c07,eng ENG,MFFW,Leeds United,19,2002,2.6,3.08,0.77,1.15,1.54,6.15,2.69,16.2,9.23,0.77,0.77,3.85,1.15,0
Pascal Groß\8aec0537,de GER,MFDF,Brighton,30,1991,22.6,1.37,0.93,0.53,0.97,5.22,5.75,6.59,5.4,1.73,0.71,2.08,1.06,0
Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,34,1987,29.5,0,0,0,0,0,0.03,0,0,0,0,0,0,0.03
Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21,2000,35.8,0.92,0.61,0.31,0.17,2.54,3.97,1.96,0.31,1.28,1.62,2.54,3.99,0
Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,23,1997,11.5,4.43,3.39,1.22,1.57,7.74,9.39,12.5,4.09,2.35,1.65,6.09,0.78,0
İlkay Gündoğan\819b3158,de GER,MF,Manchester City,30,1990,20.6,1.02,0.53,0.44,0.78,2.72,2.43,4.51,2.57,0.92,1.31,2.33,0.49,0
Angus Gunn\e082af5b,eng ENG,GK,Norwich City,25,1996,9,0,0,0,0,0,0.22,0,0,0,0,0,0.11,0
Grant Hanley\e9254eec,sct SCO,DF,Norwich City,29,1991,32.2,1.71,1.18,0.43,0.47,3.17,5.96,2.08,0.31,2.39,2.02,3.73,6.09,0.03
Jack Harrison\aa849a12,eng ENG,FWMF,Leeds United,24,1996,29.3,1.91,1.09,0.89,1.13,5.73,5.8,8.67,6.01,1.81,1.4,3.31,1.06,0
Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26,1995,4.4,0.91,0.91,0.45,0,4.77,6.82,3.64,0.23,2.27,2.05,2.95,4.32,0
Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22,1999,20.1,1.04,0.65,0.25,0.65,4.73,1.79,6.37,9.35,1.84,0.3,1.34,1.49,0
Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,3.06,1.62,0.72,1.35,4.77,6.94,8.65,1.89,1.98,1.8,4.86,2.7,0
Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,25,1996,20.2,1.39,0.69,0.64,1.14,3.17,2.62,6.58,4.26,0.69,1.24,2.62,0.4,0.05
Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31,1990,28.9,1.28,0.83,0.55,1.07,5.05,3.43,8.89,3.84,1.07,1.49,2.77,0.59,0
Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,29,1992,0.8,1.25,1.25,1.25,0,2.5,2.5,13.8,3.75,0,0,1.25,1.25,0
Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,34,1987,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24,1997,30.8,1.36,0.88,0.36,0.81,3.44,5.94,4.32,2.6,2.4,1.92,3.28,2.01,0.03
Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29,1992,33.4,0.57,0.36,0.15,0.63,2.87,1.95,5.69,3.83,0.96,0.87,1.44,0.33,0
Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,19,2002,3.4,4.71,2.94,1.47,2.35,7.35,11.8,8.82,3.24,1.76,1.47,6.18,2.35,0
Rob Holding\d79a8c87,eng ENG,DF,Arsenal,25,1995,9.4,1.28,0.74,0.53,0.32,2.02,3.72,2.45,0.43,2.66,1.6,2.87,5.32,0
Mason Holgate\d0042ab9,eng ENG,DF,Everton,24,1996,23.7,1.86,1.1,0.59,0.68,3.29,5.99,3.12,0.63,1.27,1.77,3.63,5.36,0
Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,20,2000,10.7,1.21,0.56,0.28,1.12,3.55,2.24,7.2,5.33,1.21,0.47,1.68,0.47,0
Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26,1995,11.7,2.48,1.28,0.6,1.03,4.79,6.07,10.3,1.71,2.14,1.88,4.36,1.2,0
Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,25,1995,35.5,2.37,1.38,0.82,1.44,4.96,7.18,8.99,2.68,2.06,1.97,4.34,1.72,0
Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20,2001,6.9,1.59,0.87,0.29,0.43,3.33,2.17,5.8,5.51,0.58,0.58,2.17,1.16,0
Kelechi Iheanacho\c92e1a31,ng NGA,FW,Leicester City,24,1996,14,1.07,0.64,0.29,0.57,4.64,1.21,7.93,8.29,1.14,0.29,1.36,0.71,0
Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29,1992,21.1,1.23,0.52,0.52,0.81,4.22,2.46,7.82,7.96,1.42,0.71,1.94,0.9,0
Tim Iroegbunam\84c5ceea,eng ENG,MF,Aston Villa,18,2003,1,5,2,1,1,8,6,16,2,1,2,7,1,0
Alex Iwobi\6ca5ec4b,ng NGA,MFDF,Everton,25,1996,22.6,2.04,1.24,0.88,1.19,6.77,8.05,9.34,5.58,1.99,1.77,3.81,1.02,0
Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,23,1997,1.4,2.86,2.86,0.71,0,5.71,3.57,9.29,9.29,1.43,0,2.86,0.71,0
Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,23,1997,26.3,1.33,0.65,0.42,0.61,5.67,3.31,8.4,10.3,0.91,0.72,2.05,0.46,0
Reece James\1265a93a,eng ENG,DF,Chelsea,21,1999,20.7,1.88,1.11,0.39,0.82,4.49,4.73,5.17,2.9,1.4,1.01,2.9,1.01,0
Vitaly Janelt\8449d35e,de GER,MF,Brentford,23,1998,25.5,2.43,1.37,0.67,1.06,5.69,5.02,9.65,4.43,1.69,1.73,4.16,1.33,0.04
Pontus Jansson\172e52d8,se SWE,DF,Brentford,30,1991,36.9,0.98,0.68,0.46,0.51,2.03,3.25,1.92,0.35,1.52,1.87,2.85,5.64,0.05
Mathias Jensen\0f134faf,dk DEN,MF,Brentford,25,1996,17.8,1.91,1.57,1.07,2.36,7.47,9.33,12,4.27,1.85,1.85,3.76,0.79,0.06
Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24,1997,20.9,1.15,0.57,0.29,0.91,3.44,1.58,6.17,6.36,1.2,0.86,2.01,0.33,0
Raúl Jiménez\b561db50,mx MEX,FW,Wolves,30,1991,29.2,1.13,0.79,0.14,0.58,3.7,1.4,8.01,5.82,1.23,0.65,1.78,0.92,0
Joelinton\c17bfb65,br BRA,MFFW,Newcastle Utd,24,1996,28.4,2.54,1.55,0.81,1.16,5.74,6.69,9.75,5.04,2.36,1.69,4.23,1.65,0.04
Ben Johnson\9319781b,eng ENG,DF,West Ham,21,2000,15.5,1.94,1.03,1.1,0.84,3.94,5.61,3.42,2.06,3.16,1.61,3.55,3.16,0
Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,20,2001,9.5,1.26,0.95,0.21,0.74,6.42,3.89,12.2,6.21,0.53,1.05,2.32,0.21,0
Phil Jones\def899bd,eng ENG,DF,Manchester Utd,29,1992,1.8,3.33,2.22,1.67,0.56,2.22,6.11,6.11,0.56,1.67,2.78,6.11,5,0
Jorginho\45db685d,it ITA,MF,Chelsea,29,1991,25.3,2.69,1.82,0.91,2.09,6.92,6.96,9.37,2.96,1.38,2.37,5.06,0.83,0.04
Diogo Jota\178ae8f8,pt POR,FW,Liverpool,24,1996,26.3,1.37,0.8,0.38,1.41,6.24,3.73,9.01,9.66,0.72,0.65,2.02,0.23,0
James Justin\fb614c44,eng ENG,DF,Leicester City,23,1998,11.1,2.79,1.89,0.81,0.81,4.68,7.75,6.49,2.07,2.52,2.43,5.23,2.97,0
Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,31,1990,5.8,1.9,0.34,1.03,0.52,2.24,4.83,3.28,1.21,1.38,1.72,3.62,2.41,0
Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,21,2000,10.2,1.27,1.08,0.39,0.49,3.73,6.37,2.65,0.2,1.86,2.16,3.43,2.84,0
Christian Kabasele\914ab9a1,be BEL,DF,Watford,30,1991,13.3,0.75,0.45,0.23,0.15,2.63,4.29,1.8,0.15,2.48,1.95,2.71,4.36,0.15
Samuel Kalu\b8d22478,ng NGA,FW,Watford,23,1997,2.5,0.8,0.8,0.4,0.4,2.4,2.8,2.4,4,1.2,2,2.8,1.2,0
Hassane Kamara\19a12bed,ci CIV,DF,Watford,27,1994,18,3.39,1.61,1.33,0.89,4.17,9.83,5.61,1.22,1.83,5.22,8.61,3.17,0
Harry Kane\21a66f6a,eng ENG,FW,Tottenham,28,1993,35.9,0.53,0.28,0.22,0.47,3.06,0.75,4.18,5.6,0.61,0.19,0.72,1.06,0
N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,30,1991,19.7,2.89,1.73,0.96,0.96,6.8,6.24,9.14,4.16,1.88,2.23,5.13,0.71,0
Edo Kayembe\f99b71de,cd COD,MF,Watford,22,1998,8.9,2.36,1.69,0.56,0.56,5.28,7.08,6.63,0.56,1.46,1.57,3.93,2.25,0
Moise Kean\3d50bcdb,it ITA,FW,Everton,21,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Keane\c5b7c315,eng ENG,DF,Everton,28,1993,31,1.58,1.13,0.81,0.58,3,4.23,2.61,0.52,1.65,2,3.58,4.81,0.06
Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,26,1995,13,3.62,2.15,1.38,1.31,8.23,5.69,12.4,6.62,1.85,1.54,5.15,0.31,0
Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,22,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenedy\5eebbfdf,br BRA,DF,Chelsea,25,1996,0.6,5,3.33,0,3.33,3.33,1.67,8.33,5,3.33,0,5,0,0
Jonjoe Kenny\099e666f,eng ENG,DF,Everton,24,1997,11.3,1.68,1.06,1.24,1.24,4.51,5.66,5.66,1.15,1.5,2.83,4.51,1.86,0
Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24,1997,29.9,1.77,1.1,0.67,0.43,3.08,5.32,2.34,0.37,1.74,2.14,3.91,3.95,0.03
Joshua King\43458538,no NOR,FW,Watford,29,1992,25,1.24,0.84,0.2,0.44,5.36,2.76,8.84,7.84,0.84,0.48,1.72,1.08,0
Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,20,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Klich\282679b4,pl POL,MF,Leeds United,31,1990,23,2.13,1.13,0.83,2.04,6.52,7.74,13.6,4.57,1.04,1.35,3.48,1.04,0
Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25,1996,17.5,1.77,1.14,0.69,1.37,5.71,7.71,7.49,1.89,1.89,1.94,3.71,2.63,0
Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28,1993,1,1,1,0,0,3,7,3,2,2,4,5,8,0
Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22,1999,11,1.27,0.73,0.27,0.36,2.09,4,3.27,0.55,1.36,2.55,3.82,4.27,0
Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,23,1997,27.5,0.95,0.51,0.25,0.22,2.33,3.85,2.18,0.47,1.56,1.64,2.58,2.95,0.07
Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,31,1989,21.9,2.74,1.55,0.68,0.87,5.25,8.81,8.08,1.05,2.69,2.05,4.79,2.47,0
Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,27,1994,17.3,3.01,2.31,0.98,0.92,6.65,5.61,12.4,3.93,1.04,1.16,4.16,0.75,0.06
Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,26,1994,18.2,2.14,1.1,1.15,0.99,3.52,6.15,5.22,1.37,2.09,2.64,4.78,2.91,0
Alex Král\e717705a,cz CZE,MF,West Ham,23,1998,0,0,0,0,0,2,0,1,1,0,0,0,0,0
Tim Krul\f23f9d20,nl NED,GK,Norwich City,33,1988,29,0,0,0,0.1,0.07,0.31,0,0,0.03,0,0,0,0.14
Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,34,1987,21.3,3.47,2.21,1.31,1.83,6.34,7.37,9.44,3.05,1.83,2.16,5.63,2.35,0.05
Dejan Kulusevski\df3cda47,se SWE,MFFW,Tottenham,21,2000,14,1.43,1.14,0.43,0.93,5.64,8,9,5.14,0.79,1.86,3.29,0.07,0
Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30,1991,19.8,1.31,0.96,0.35,0.4,5.45,2.37,6.36,9.34,0.66,0.66,1.97,0.3,0
Adam Lallana\99813635,eng ENG,MF,Brighton,33,1988,17.3,2.2,1.27,0.64,1.45,6.01,6.53,7.69,3.29,1.5,1.56,3.76,0.87,0
Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,20,2000,17.3,2.2,1.33,0.81,0.69,4.28,4.51,5.55,4.1,1.27,2.14,4.34,1.1,0
Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,28,1993,19.8,1.26,0.91,0.61,1.46,4.8,5.4,9.7,3.74,1.11,1.41,2.68,0.35,0
Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27,1994,31.4,0.99,0.54,0.48,0.32,2.01,2.58,1.59,0.25,0.76,1.05,2.04,2.48,0.06
Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,27,1993,22.9,0.92,0.48,0.31,0.48,2.23,4.1,2.31,0.31,2.18,1.53,2.45,5.85,0
Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28,1993,25.2,2.58,1.59,0.95,2.3,6.43,9.88,12.2,3.73,1.63,1.67,4.25,0.75,0
Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,34,1987,17.2,2.21,1.05,0.52,1.74,4.83,5.64,8.26,6.34,1.86,0.87,3.08,0.76,0
Bernd Leno\2628fd2b,de GER,GK,Arsenal,29,1992,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,23,1998,2.9,3.79,2.07,1.03,0.34,4.83,8.62,2.76,3.1,1.72,2.07,5.86,2.07,0
Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27,1994,26.2,0.73,0.38,0.34,0.27,2.21,2.86,2.79,0.27,1.6,1.95,2.67,4.58,0.04
Jesse Lingard\810e3c74,eng ENG,FWMF,Manchester Utd,28,1992,4.1,2.68,1.46,0.49,0.24,6.83,4.88,11,11,0.73,0.98,3.66,0.24,0
Valentino Livramento\afed6722,eng ENG,DF,Southampton,18,2002,24.5,2.2,1.22,1.02,0.82,4.49,6.69,5.1,1.76,1.84,2.98,5.18,2,0
Diego Llorente\bba30585,es ESP,DF,Leeds United,27,1993,26,2.15,1.35,1.15,0.88,5.38,8,5.38,0.5,2.35,2.35,4.5,4,0.04
Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,34,1986,38,0,0,0,0.03,0.03,0.08,0.03,0,0,0,0,0,0.08
Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25,1996,2.6,3.08,1.15,1.15,3.46,5.38,10,11.2,5.38,2.69,1.15,4.23,0,0
Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,27,1993,0.3,3.33,3.33,0,0,10,0,6.67,6.67,0,0,3.33,0,0
Ruben Loftus-Cheek\e97fd090,eng ENG,MFDF,Chelsea,25,1996,15.5,2,1.29,0.32,0.71,5.42,5.23,8,2.97,1.35,0.97,2.97,1.42,0
Kevin Long\5a4280b1,ie IRL,DF,Burnley,30,1990,4.6,1.3,1.09,0,0.43,2.83,4.78,3.48,0.87,1.74,1.52,2.83,3.26,0
Shane Long\9f472354,ie IRL,FW,Southampton,34,1987,3.4,2.35,0.88,0.29,0,7.06,2.94,9.41,12.1,0.88,0.29,2.65,0.29,0
Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,23,1997,16.3,3.13,2.02,1.17,2.64,6.63,9.69,12.8,3.68,1.66,1.23,4.36,1.35,0
Ademola Lookman\7c104bb7,ng NGA,FWMF,Leicester City,23,1997,16.1,2.55,1.55,0.56,1.06,6.09,5.03,10.1,6.27,1.61,1.24,3.79,0.12,0
Jonas Lössl\939bc634,dk DEN,GK,Brentford,32,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Imran Louza\e1df6989,ma MAR,MF,Watford,22,1999,15.7,3.25,2.04,1.27,1.53,6.69,9.11,10.1,2.74,1.46,3.06,6.31,1.4,0
Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32,1989,19.7,2.28,1.32,1.07,1.27,3.1,3.76,3.55,2.23,2.28,1.73,4.01,3.45,0
Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23,1998,30.2,2.12,1.42,0.79,1.62,5.17,7.58,8.05,1.72,1.46,2.02,4.14,0.96,0
Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28,1993,17.7,0.28,0.17,0.11,0.17,3.11,0.34,3.56,6.84,0.56,0.06,0.34,1.19,0
Lyanco\b5bf1770,br BRA,DF,Southampton,24,1997,10.1,1.68,1.39,0.5,0.89,4.26,5.35,4.36,0.1,2.77,2.87,4.55,6.53,0.1
Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,22,1998,23.6,3.09,2.16,0.93,1.57,8.43,6.86,10.9,6.14,1.91,1.02,4.11,0.85,0
James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,24,1996,27.3,1.65,0.88,0.29,0.84,4.18,4.25,9.19,4.8,0.99,0.73,2.38,0.37,0
Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,28,1993,27.9,1.47,0.93,0.5,0.47,2.33,4.23,1.76,0.22,1.65,1.9,3.37,4.66,0
Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,30,1991,16.6,0.6,0.36,0.18,0.72,3.49,1.99,4.82,4.76,0.96,0.78,1.39,0.06,0
Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,23,1997,3,2.33,1.33,0.33,1,5.67,6.33,8.33,3.33,1.67,1,3.33,1.33,0
Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29,1992,31.3,1.05,0.58,0.26,0.54,4.57,1.82,6.17,6.45,1.15,0.48,1.53,0.32,0
Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27,1994,14,2.93,1.71,1.36,1.21,4,7.14,3.29,2.07,2,1.64,4.57,2.07,0
Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,32,1989,16.1,2.61,1.61,1.06,0.99,4.16,7.89,5.16,1.93,2.61,1.93,4.53,3.35,0
Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27,1994,19.4,1.96,1.13,0.46,0.77,3.71,3.66,4.23,5.52,1.7,1.6,3.56,1.19,0
Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,27,1993,2,3,1,2,2,2,4.5,4,1,3,3,6,5.5,0
Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,25,1995,2.4,0.42,0.42,0,0.42,4.58,2.5,3.75,5.42,1.25,0.42,0.83,0.83,0
Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20,2001,20.7,1.45,0.92,0.29,0.72,4.78,2.8,5.46,8.21,1.98,1.01,2.46,0.72,0
Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,28,1992,36,0,0,0,0.06,0,0.06,0,0,0,0.03,0.03,0.03,0.03
Adam Masina\de0f152c,ma MAR,DF,Watford,27,1994,12,2,1.17,0.83,1.67,3.75,6.08,5.83,1.58,2.42,2.58,4.58,3.42,0
Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,27,1993,7.2,4.58,2.64,1.67,1.53,5.42,8.47,6.94,1.25,1.39,2.5,7.08,2.22,0
Juan Mata\29733c72,es ESP,MF,Manchester Utd,33,1988,2.6,2.69,2.31,1.15,0.77,5.77,6.54,9.23,3.85,0.38,0.77,3.46,0.77,0
Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24,1997,12.7,0.55,0.39,0.24,0.79,3.94,1.73,10.9,7.01,0.94,0.31,0.87,1.18,0
Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,32,1988,15.4,2.21,1.82,0.65,1.23,4.55,6.88,6.95,1.23,2.21,2.08,4.29,2.01,0.06
Joël Matip\b217ef29,cm CMR,DF,Liverpool,29,1991,31,1.55,1.16,0.55,0.39,2.87,3.77,2.39,0.61,1.23,2.13,3.68,3.9,0.03
Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,24,1996,25.3,0.75,0.47,0.2,0.36,5.65,1.7,7.35,11,0.83,0.4,1.15,0.12,0
Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,21,1999,32.3,1.18,0.77,0.22,0.34,4.27,2.29,6.87,6.47,1.18,0.71,1.89,0.65,0
James McArthur\cee31595,sct SCO,MF,Crystal Palace,33,1987,16,2.31,1.63,0.94,1.56,8.06,8.13,12.3,3.06,2.13,2.13,4.44,2.63,0
James Mcatee\96593e89,eng ENG,MFFW,Manchester City,18,2002,0.2,0,0,0,10,10,10,0,35,0,5,5,0,0
Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,19,2001,0,0,0,0,0,1,0,2,2,0,0,0,0,0
Liam McCarron\076bb352,sct SCO,FW,Leeds United,20,2001,0.1,0,0,0,0,0,20,0,10,0,0,0,0,0
Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,31,1989,17,0,0,0,0,0,0,0,0,0,0,0,0,0
