Rk,Player,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,GperSh,GperSoT,Dist,FK,PK,xG,NpxG,NpxGperSh,G-xG,Np:G-xG
332,Jeremie Boga\fe012aca,FWMF,Atalanta,it Serie A,24,1997,8.5,0,2.47,0.59,23.8,2.47,0.59,0,0,17.7,0,0,0.14,0.14,0.06,-0.14,-0.14
333,Jeremie Boga\fe012aca,FWMF,Sassuolo,it Serie A,24,1997,7.4,0,2.03,0.68,33.3,2.01,0.67,0,0,19.2,0,0,0.14,0.14,0.07,-0.14,-0.14
334,Luka Bogdan\cb678320,DF,Salernitana,it Serie A,25,1996,4.4,0,0.45,0,0,0.45,0,0,,14.2,0,0,0,0,0.02,0,0
335,Emil Bohinen\c83c203f,MF,Salernitana,it Serie A,22,1999,7.8,0,0.38,0.38,100,0.39,0.39,0,0,20.2,0,0,0.01,0.01,0.04,-0.01,-0.01
336,Quentin Boisgard\f6496133,MFFW,Lorient,fr Ligue 1,24,1997,10.6,0.09,1.51,0.75,50,1.5,0.75,0.06,0.13,23.3,0.09,0,0.1,0.1,0.07,-0.01,-0.01
337,Charles Boli\bbdd999a,MF,Lens,fr Ligue 1,22,1998,0.4,0,0,0,,0,0,,,,0,0,0,0,,0,0
338,Willy Boly\a4ac4b8f,DF,Wolves,eng Premier League,30,1991,10,0,0.2,0.1,50,0.2,0.1,0,0,8,0,0,0.02,0.02,0.08,-0.02,-0.02
339,Giacomo Bonaventura\d995ed27,MF,Fiorentina,it Serie A,31,1989,25.2,0.16,1.79,0.56,31.1,1.79,0.56,0.09,0.29,17.3,0.04,0,0.2,0.2,0.12,-0.04,-0.04
340,Federico Bonazzoli\bf57eaab,FWMF,Salernitana,it Serie A,24,1997,20.7,0.48,2.71,0.97,35.7,2.7,0.96,0.14,0.4,17,0.05,0.1,0.36,0.29,0.11,0.13,0.1
341,Tarsis Bonga\6ebbc28a,FW,Bochum,de Bundesliga,24,1997,0.2,0,15,5,33.3,15.88,5.29,0,0,13.6,0,0,1.5,1.5,0.09,-1.5,-1.5
342,Kevin Bonifazi\fb77bfef,DF,Bologna,it Serie A,25,1996,13.4,0,0.67,0,0,0.67,0,0,,13.3,0,0,0.05,0.05,0.08,-0.05,-0.05
343,Solomon Bonnah\dd7b6eb8,DF,RB Leipzig,de Bundesliga,17,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
344,Leonardo Bonucci\52ec54d0,DF,Juventus,it Serie A,34,1987,22.3,0.22,0.63,0.13,21.4,0.63,0.13,0.14,0.67,9.5,0,0.13,0.22,0.12,0.19,0,-0.03
345,Sebastiaan Bornauw\01834aa0,DF,Wolfsburg,de Bundesliga,22,1999,22.3,0.04,0.58,0.18,30.8,0.58,0.18,0.08,0.25,9.8,0,0,0.06,0.06,0.1,-0.01,-0.01
346,Rafael Borré\c68da769,FW,Eint Frankfurt,de Bundesliga,25,1995,26.4,0.3,1.93,0.91,47.1,1.93,0.91,0.16,0.33,13.5,0,0,0.35,0.35,0.18,-0.05,-0.05
347,Sven Botman\ccce7025,DF,Lille,fr Ligue 1,21,2000,25,0.12,0.6,0.2,33.3,0.6,0.2,0.2,0.6,9.4,0,0,0.06,0.06,0.1,0.06,0.06
348,Denis Bouanga\0b0cbe5b,FWMF,Saint-Étienne,fr Ligue 1,26,1994,27.1,0.33,3.14,1.18,37.6,3.14,1.18,0.11,0.28,19.1,0.15,0,0.31,0.31,0.1,0.02,0.02
349,Hicham Boudaoui\f9d5908e,MF,Nice,fr Ligue 1,21,1999,18,0.17,0.89,0.28,31.3,0.89,0.28,0.19,0.6,18,0,0,0.06,0.06,0.06,0.11,0.11
350,Ryad Boudebouz\1001ae82,MFFW,Saint-Étienne,fr Ligue 1,31,1990,25,0.12,1.08,0.36,33.3,1.08,0.36,0.07,0.22,23.4,0.28,0.04,0.09,0.06,0.05,0.03,0.02
351,Sofiane Boufal\b0c71810,FWMF,Angers,fr Ligue 1,27,1993,25.9,0.31,2.39,0.93,38.7,2.39,0.93,0.08,0.21,22.2,0.39,0.12,0.32,0.23,0.1,-0.01,-0.03
352,Farid Boulaya\a0791826,MFFW,Metz,fr Ligue 1,28,1993,17,0.24,1.12,0.35,31.6,1.12,0.35,0.21,0.67,23.9,0.35,0,0.09,0.09,0.08,0.15,0.15
353,Yassine Bounou\f6798fc3,GK,Sevilla,es La Liga,30,1991,31,0,0,0,,0,0,,,,0,0,0,0,,0,0
354,Ismaëlben Boura\62e02107,DF,Lens,fr Ligue 1,20,2000,1.1,0,0.91,0,0,0.95,0,0,,32,0,0,0,0,0.01,0,0
355,Mehdi Bourabia\0d077b88,MF,Spezia,it Serie A,29,1991,3.1,0.32,0.32,0.32,100,0.32,0.32,1,1,26,0,0,0,0,0.04,0.32,0.32
