id,minute,result,x,y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,assist,lastAction
433174,52,BlockedShot,0.774000015258789,0.620999984741211,0.026007531210780144,João Cancelo,a,2379,FromCorner,2021,LeftFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Kevin De Bruyne,Pass
433175,52,Goal,0.8530000305175781,0.5220000076293946,0.05270230025053024,Gabriel Jesus,a,5543,FromCorner,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,João Cancelo,BallTouch
433176,57,SavedShot,0.904000015258789,0.720999984741211,0.05623750016093254,Jack Grealish,a,675,OpenPlay,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,João Cancelo,TakeOn
433177,60,BlockedShot,0.9030000305175782,0.40599998474121096,0.38815000653266907,Gabriel Jesus,a,5543,OpenPlay,2021,LeftFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,None,None
433179,67,BlockedShot,0.8440000152587891,0.46099998474121096,0.08477549254894257,Kevin De Bruyne,a,447,OpenPlay,2021,LeftFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,None,None
433181,78,MissedShots,0.9219999694824219,0.56,0.3583817481994629,Aymeric Laporte,a,2498,SetPiece,2021,LeftFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Kevin De Bruyne,Cross
433182,82,SavedShot,0.86,0.5629999923706055,0.3500334322452545,Jack Grealish,a,675,OpenPlay,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Phil Foden,Throughball
435651,14,BlockedShot,0.86,0.7230000305175781,0.033234648406505585,Jack Grealish,a,675,OpenPlay,2021,RightFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,João Cancelo,Pass
435652,20,SavedShot,0.950999984741211,0.6120000076293945,0.3645058870315552,Phil Foden,a,6055,OpenPlay,2021,LeftFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,Bernardo Silva,Throughball
435653,23,MissedShots,0.9219999694824219,0.6769999694824219,0.12026377022266388,Kevin De Bruyne,a,447,OpenPlay,2021,LeftFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,João Cancelo,Throughball
435654,33,MissedShots,0.9169999694824219,0.42700000762939455,0.08258016407489777,Kevin De Bruyne,a,447,OpenPlay,2021,Head,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,Phil Foden,Cross
435655,37,BlockedShot,0.8590000152587891,0.375,0.06337790191173553,Kevin De Bruyne,a,447,OpenPlay,2021,RightFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,Gabriel Jesus,Pass
435656,39,BlockedShot,0.86,0.33799999237060546,0.060323700308799744,Kevin De Bruyne,a,447,OpenPlay,2021,LeftFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,Gabriel Jesus,Pass
435657,39,MissedShots,0.749000015258789,0.3820000076293945,0.024654502049088478,Rodri,a,2496,OpenPlay,2021,RightFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,None,TakeOn
435661,66,BlockedShot,0.88,0.6880000305175781,0.03624071925878525,Gabriel Jesus,a,5543,OpenPlay,2021,RightFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,Kevin De Bruyne,Chipped
435662,68,Goal,0.9430000305175781,0.685,0.06177191808819771,Phil Foden,a,6055,OpenPlay,2021,LeftFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,Gabriel Jesus,Pass
435664,80,Goal,0.8169999694824219,0.46700000762939453,0.0467507466673851,Kevin De Bruyne,a,447,OpenPlay,2021,LeftFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,None,None
435665,83,MissedShots,0.705999984741211,0.47900001525878905,0.040120746940374374,Kyle Walker,a,638,DirectFreekick,2021,RightFoot,16441,Liverpool,Manchester City,2,2,2021-10-03 15:30:00,None,Standard
